-0.01466513	0.06983848	-0.047510263	0.024299735	0.1477987	-0.04356664	0.009131725	-0.009262701	-0.010016372	0.048700996	-0.050386153	0.062214408	-0.009168484	0.01441195	-0.07632589	0.011384858
-0.039139535	0.044984	-0.05164823	-0.009739694	0.10325518	-0.023922166	-0.024439786	-0.01312962	-0.07359367	0.07290686	-0.036009476	0.053054743	-0.006999496	0.0036930162	0.014022535	0.020736141
0.0056444113	0.07568729	-0.12458345	-0.040250678	0.09391903	-0.05913924	0.021335395	0.06457186	-0.02073367	0.08149936	-0.04869238	0.045727745	-0.06517954	0.050391745	-0.03626495	-0.0544415
-0.01668101	0.06286921	-0.054050196	0.018362503	0.09894432	-0.012101436	-0.0036557326	0.0068835923	-0.023786426	0.10380323	-0.05850107	0.0073329336	-0.02911239	0.010678955	-0.031549808	0.052356165
-0.0362266	0.045869492	-0.07039246	0.004442123	0.121467784	-0.119130276	-0.003436119	0.017169587	-0.020245817	-0.019424474	-0.045221034	0.059632435	-0.02181144	-0.02498285	-0.012036377	-0.028706579
0.011451896	-0.046790566	-0.06887189	-0.009458375	0.08730999	-0.040092114	-0.09273624	0.069241144	0.011747489	0.054924473	-0.07136435	0.065090455	0.037573945	-0.02564517	-0.019889342	-0.017832156
-0.03901191	0.112792134	-0.059593726	0.0030643817	0.172432	-0.112354085	0.051754747	0.026395494	-0.0725536	0.12623098	-0.0310282	0.018164128	0.095196195	0.016385004	0.023490135	-0.03213616
0.001396088	-0.010090216	-0.0132092405	-0.025816277	0.114669524	-0.03504789	0.042876013	-0.010686799	-0.040696975	0.12655798	-0.06819135	0.07377911	-0.0060144244	0.023605302	-0.020688932	-0.028283112
-0.06459112	0.044279117	-0.03154894	-0.042942185	0.03688735	-0.047687847	-0.07753775	0.016080178	-0.055324778	0.11876246	-0.0014471492	0.061982304	-0.025117196	0.05604972	-0.06417649	-0.009062112
-0.041628104	0.10519266	-0.13486488	-0.035922773	0.12673008	-0.048349787	0.03361601	0.009593967	-0.03415952	0.05909523	0.0019590403	-0.049296357	-0.04368082	0.02339264	-0.039195597	-0.06750519
-0.029813016	0.015631083	-0.022386814	0.012632854	0.122748	-0.03134347	0.0045442795	0.08593844	-0.020061765	0.04254417	-0.053082015	-0.052674875	-0.03287895	0.038074695	-0.052767456	0.049772423
-0.05387918	0.06460181	-0.031012217	0.004510442	0.03909147	0.010671983	0.0703149	0.048403826	-0.037217982	0.10883212	-0.0728974	-0.07454672	-0.047084555	-0.016627656	-0.04885302	0.08751556
0.013502682	0.003371221	0.016729891	-0.028124403	0.06527416	-0.014931739	-0.04862004	0.05021942	-0.07126555	0.03521186	-0.09907614	0.081494994	-0.0681141	0.02288762	0.004049191	-0.023670161
-0.049447346	0.08315811	0.058785334	-0.019733423	0.13033703	-0.0043461667	0.033993904	-0.05490668	-0.063886255	0.053803153	-0.12624218	0.09722723	-0.013596577	-0.021526536	-0.07575481	0.013143376
